job_uuid,marketplace,acceptor_uuid,requester_uuid,begin_checkpoint.actual_location_hexagon_id9,begin_checkpoint.actual_location_latitude,begin_checkpoint.actual_location_longitude,begin_checkpoint.city_id,begin_checkpoint.ata_utc,fulfillment_job_status
9dc934ba-b262-4b8c-9289-da3b8e15db97,ridesharing,E10082,R2418,89755678002fae0,52.38594,4.85765,1,2023-02-26T03:46:00,completed
67d2b47e-2fb9-46cf-91d6-5184aba206f4,ridesharing,E10021,R2460,89361ecc20af675,51.95602,4.51821,2,2023-02-03T17:42:00,completed
7f73fdc0-e0fc-4b86-b4e6-4349f658cf9b,ridesharing,E10005,R2512,897e16994f5621d,52.04574,4.29157,5,2023-03-29T04:48:00,completed
e14fdb73-87c5-4b7b-a201-be371fa490d2,ridesharing,E10084,R2415,899256e017e8aa9,51.40518,5.45717,4,2023-02-08T20:52:00,completed
52932b90-e8f1-48b5-949d-6ba57ebc2d92,ridesharing,E10036,R2098,892cdd6ecb71060,51.91053,4.43569,2,2023-01-09T11:53:00,completed
248c3518-4738-4d9c-8475-5b7db792a110,ridesharing,E10034,R2153,897079b255158cf,51.89968,4.49298,2,2023-02-14T11:53:00,completed
3090c81d-7ecc-44bd-88cb-efc3c36e5014,ridesharing,E10047,R2267,89e8051f97f2fae,52.10758,5.13666,3,2023-03-31T03:44:00,completed
5d15a7ef-7c02-4dab-8e17-c690959bd89b,ridesharing,E10051,R2068,89652d6e528e003,52.32625,4.90577,1,2023-02-13T12:15:00,completed
c9aec39b-c0c7-466d-8b09-9b735fa0650e,ridesharing,E10077,R2031,8923f77248cf505,52.05811,5.11514,3,2023-01-14T04:00:00,completed
97d3921f-cf5d-477d-9a4d-1220229182ba,ridesharing,E10141,R2245,89dcbececb6b43c,52.05564,4.32497,5,2023-03-22T10:15:00,completed
3778bb3a-4322-40fb-bee3-129fd94f3214,ridesharing,E10144,R2430,89ae5f678e451e6,52.10975,5.12968,3,2023-03-13T11:58:00,completed
96e4ced0-75d9-4aeb-8e35-96700c1f2bb7,ridesharing,E10105,R2012,89307b99e39d9f9,52.05986,5.06763,3,2023-02-18T19:16:00,completed
53ea44ef-21cb-4066-a117-e8c52e034a3e,ridesharing,E10027,R2318,89441348258dbfc,52.34069,4.84984,1,2023-02-13T00:42:00,completed
9d9f9b6a-dfe0-4948-868a-4bc23c8ac8b0,ridesharing,E10159,R2268,89c89a740ba7c89,51.47903,5.44733,4,2023-02-10T22:13:00,completed
f80664c5-54fd-4a45-9e24-6d3f3a511d24,ridesharing,E10021,R2207,89e8559e4712605,51.89966,4.49004,2,2023-03-24T00:32:00,completed
c0517078-2a35-488c-a845-417b65388496,ridesharing,E10053,R2248,89b48969ef76800,52.1065,5.13651,3,2023-01-09T14:51:00,completed
9e8a4c7f-e859-4948-83a7-d5cd57bb4154,ridesharing,E10055,R2375,89f7b4f1df8a0e6,52.3258,4.90012,1,2023-03-11T10:42:00,completed
132e7015-1787-453f-ac75-3e28b2629fe9,ridesharing,E10097,R2429,8949f44c36ae3e8,52.36504,4.92951,1,2023-03-28T01:04:00,completed
b9506393-36e7-4861-9dfb-4b52703e0f24,ridesharing,E10048,R2044,89c91b7e303dd36,52.07891,4.28805,5,2023-04-23T16:02:00,completed
7c59df9a-57fb-4e31-b463-294de9d00698,ridesharing,E10046,R2549,89a68995cb0b2ff,52.10586,5.13562,3,2023-04-09T13:27:00,completed
8117ffd4-0eb8-4abb-85e8-168cbc1b0eb3,ridesharing,E10158,R2001,895991b262df508,51.95835,4.52094,2,2023-03-21T16:35:00,completed
63cf51b4-9e69-40e7-8da6-d12a2f985798,ridesharing,E10131,R2201,894c9a6335dd6c0,52.34232,4.84931,1,2023-03-18T23:47:00,completed
02975fce-6b05-415a-80bd-bda1af25f015,ridesharing,E10156,R2015,89baf590581a236,52.07969,4.28549,5,2023-01-08T00:30:00,completed
97f4c0d1-28f5-43ea-b45e-4c794c7fc88f,ridesharing,E10049,R2447,89eaa5e048891f6,52.11054,5.13748,3,2023-04-13T13:21:00,completed
b478952f-98f0-4bf9-89ef-b64e53ae58d3,ridesharing,E10013,R2347,89e817d33a53188,52.08161,5.16313,3,2023-03-09T05:27:00,completed
d49c311e-65ee-4344-8ee2-0dbd0852f090,ridesharing,E10045,R2388,893e45af86394ed,51.94733,4.51508,2,2023-03-23T20:59:00,completed
13d01d59-4aba-4d12-bead-d6de124a65fe,ridesharing,E10101,R2390,89a9d87d0ea0f59,51.40863,5.45,4,2023-02-03T23:07:00,completed
39a71965-b4eb-41c0-bf1d-711fac2ab89f,ridesharing,E10007,R2056,8928afdba8c4b31,51.88799,4.43157,2,2023-01-25T11:13:00,completed
6d01678b-4659-47e9-8298-fa675f976f17,ridesharing,E10105,R2316,891021d4bd4b862,52.10564,5.13159,3,2023-03-30T20:51:00,completed
33d63f4e-1bf6-4452-bf36-69a3ccd3572e,ridesharing,E10090,R2179,896d141ea512e0c,51.40474,5.44523,4,2023-04-13T07:33:00,completed
8de5ee4d-bb8c-42f7-84f4-3bbe8e2dc9a0,ridesharing,E10023,R2318,89b84736fc09896,52.05295,4.32903,5,2023-04-15T20:45:00,completed
30211ea6-b978-4fc2-982d-cb8bd4bbca58,ridesharing,E10087,R2563,895939c186d1b8e,52.08209,4.27936,5,2023-04-28T01:18:00,completed
8e84ca69-4a0f-490c-9aa3-91247c749e33,ridesharing,E10061,R2387,8941f0e10676a98,51.48042,5.44893,4,2023-02-08T04:18:00,completed
3e5f513b-ff77-4371-a650-3a297302688a,ridesharing,E10113,R2484,895945782dcbaf8,51.89872,4.49084,2,2023-02-10T10:15:00,completed
8797927d-0e56-472a-8809-784ca234fd38,ridesharing,E10083,R2365,897e20cd81cecab,52.05328,5.12174,3,2023-03-11T20:23:00,completed
27d334f2-8e75-4245-a99d-bdd2dfe20672,ridesharing,E10114,R2004,8925ec1caa0c7e3,51.40763,5.45111,4,2023-01-19T08:50:00,completed
d3d8e077-8420-424b-8308-65cdd7801f02,ridesharing,E10013,R2498,89f654366fba4c3,52.36736,4.92923,1,2023-04-15T10:24:00,completed
9b5ac70f-110b-47db-a18f-772120443119,ridesharing,E10003,R2150,89e8e254f07e9bb,52.06,5.06778,3,2023-03-27T12:40:00,completed
da5a8625-1b7a-4a3c-bb8f-c1011fb245ce,ridesharing,E10080,R2556,89dc24bb1411bde,51.91082,4.45977,2,2023-03-24T14:27:00,completed
f915d269-675a-4666-9fd9-b6fce04e8043,ridesharing,E10081,R2122,89c6353dde4de33,52.05698,5.06655,3,2023-01-06T07:15:00,completed
8abfced5-6214-4a07-94ba-43b2db153259,ridesharing,E10118,R2298,89dcbb21243e390,52.36565,4.92625,1,2023-04-19T00:40:00,completed
197a2fce-0423-40af-8ae6-15574e8a6c7d,ridesharing,E10079,R2143,89ebfa50c49f2b4,52.05948,5.07491,3,2023-02-19T17:19:00,completed
3e780349-132a-4b08-8cc5-8cd6f0b33feb,ridesharing,E10109,R2130,89a2a37b5e61962,51.42021,5.50128,4,2023-03-18T03:31:00,completed
58c7f2ca-9904-4834-9d98-a2bd9d66a011,ridesharing,E10149,R2560,89aa45f437514ef,52.09318,5.1788,3,2023-02-16T03:54:00,completed
36537ccb-859c-430a-a379-c55c7150c36f,ridesharing,E10009,R2347,898ff46039aeebb,51.91168,4.44042,2,2023-02-18T00:31:00,completed
f47e21e1-dadd-4aa0-8b64-a06227743ff0,ridesharing,E10090,R2295,89ab2ab0b99c966,51.48167,5.44612,4,2023-02-03T14:38:00,completed
cb8d9e11-66d8-4882-bf7a-c5ae570eef72,ridesharing,E10044,R2454,8953e2c45b8ac74,52.32669,4.90398,1,2023-03-24T12:35:00,completed
6bb2f219-d353-4a12-a743-d07210fe3b81,ridesharing,E10091,R2596,89f510d99e46c7a,52.10902,5.1293,3,2023-01-17T08:08:00,completed
07d62f1f-ee06-4e93-8a69-94188dd5e7de,ridesharing,E10047,R2136,89b063954baaf60,51.94747,4.519,2,2023-01-06T18:27:00,completed
8e4ae6f2-7ff3-4f4b-9a11-5b28502b61b5,ridesharing,E10153,R2541,891b489113aa9a6,52.10523,5.13067,3,2023-01-04T10:44:00,completed
84a084c1-0590-4ac8-a7ac-fd79383c0dc3,ridesharing,E10035,R2479,894bc9ecdf316cc,51.91144,4.4324,2,2023-04-23T19:50:00,completed
4a3b39ca-db7a-4c2d-bbe5-b0ed527d3f7c,ridesharing,E10068,R2288,898b8b632d9d80a,51.4092,5.44088,4,2023-01-02T22:29:00,completed
dea49a78-575e-4fc2-a567-2c8fe005a98f,ridesharing,E10036,R2070,890303dc61395f9,51.95369,4.51673,2,2023-03-11T11:24:00,completed
d1370b45-7325-4e46-a5d8-262919087345,ridesharing,E10103,R2027,898ec190efae82a,52.08802,4.24472,5,2023-01-19T10:53:00,completed
442956ee-791a-4b58-9215-62317421233d,ridesharing,E10120,R2060,89cb93e61128dd6,51.47818,5.44985,4,2023-01-25T06:26:00,completed
06b5ee17-22eb-46a1-bf8b-4f9503d81853,ridesharing,E10027,R2330,8983b25765d16b0,52.40515,4.9492,1,2023-03-26T13:11:00,completed
40d240b1-a742-4b19-9cc8-9b18725101ad,ridesharing,E10065,R2279,894ad4ce71002a4,51.42262,5.50655,4,2023-03-09T04:19:00,completed
04a61c01-803a-4b21-87e8-4a26e32e667e,ridesharing,E10017,R2450,89967686c88febe,51.4204,5.50295,4,2023-04-13T15:06:00,completed
b702cede-c19a-4533-87a0-4be7f3543159,ridesharing,E10046,R2416,89f299a5fdb79e6,52.0954,5.17928,3,2023-01-20T18:39:00,completed
c06c4775-410a-4e78-bdf0-e1e5cb880545,ridesharing,E10117,R2444,897781bd18ba1f4,52.08194,4.28004,5,2023-04-14T00:07:00,completed
ef36d4a8-140f-44f5-b95c-ffddb5323523,ridesharing,E10096,R2220,89241f5366d0841,51.48316,5.44733,4,2023-01-08T21:16:00,completed
db1f1520-e632-4d0e-9754-6edc9f7390d8,ridesharing,E10008,R2508,89691dfd685874a,52.05174,4.32138,5,2023-01-13T10:00:00,completed
e9cf0c97-db2c-40c1-a6d5-2cf744224dc6,ridesharing,E10019,R2210,891512fcbd2f07f,51.94776,4.51646,2,2023-04-27T11:08:00,completed
5bd8224d-319a-40de-920a-4d4bffd487f4,ridesharing,E10115,R2313,8994371107f429e,52.10728,5.13067,3,2023-03-23T17:16:00,completed
0b8c0718-548b-4261-adc7-380d88b0aa1f,ridesharing,E10146,R2505,89093d2e1310264,52.11049,5.13769,3,2023-02-05T13:55:00,completed
747a122a-1d9d-48dc-ae5d-1c3c79f1aadb,ridesharing,E10129,R2572,893a24bdde1155e,51.94699,4.51503,2,2023-03-22T07:04:00,completed
570b7c3e-ea70-4351-822d-ee4bbf370d10,ridesharing,E10154,R2523,89bd1d0af0267e2,52.09535,4.30961,5,2023-02-21T06:33:00,completed
3904678e-a675-4440-abd1-3b5765c1b2dc,ridesharing,E10129,R2588,894b2c25d8c653c,51.91323,4.45561,2,2023-04-10T08:38:00,completed
44b8a528-dc96-4d7d-ae11-6263df109d1b,ridesharing,E10151,R2530,8917b354d7ca397,52.32734,4.90528,1,2023-03-26T12:57:00,completed
f7a4235c-1c21-4e84-b2cd-3a62405d9e1b,ridesharing,E10124,R2012,8959c61be330bae,52.05187,4.32179,5,2023-03-29T05:23:00,completed
21462a16-0035-4650-9d0d-6a78865d6984,ridesharing,E10134,R2379,89d8d0082a51605,52.0941,5.17281,3,2023-03-13T16:56:00,completed
40d50221-b4bd-4bb2-b221-34d13d318e79,ridesharing,E10001,R2015,89728dbf0c4b578,51.91145,4.46074,2,2023-02-18T21:31:00,completed
c64f9a66-d24b-4547-831f-bd224dd1d4c8,ridesharing,E10063,R2030,895850b0c7e94ea,52.04531,4.29105,5,2023-03-27T02:19:00,completed
7c9f95d0-af31-4656-a482-6b6b7ad0d0a1,ridesharing,E10017,R2072,897c9c166e31067,52.05219,5.1142,3,2023-02-22T08:33:00,completed
a39085d0-d7cc-4dc5-a8f9-709a1d55927f,ridesharing,E10043,R2377,891f66e143ac583,52.05679,4.32492,5,2023-03-01T08:16:00,completed
f6236c8f-f975-4eec-a514-14739509a87b,ridesharing,E10118,R2421,891bc45017307dc,52.36492,4.93506,1,2023-04-30T19:47:00,completed
73ae4441-3c5a-41cd-b17b-5cc30c2b9c8b,ridesharing,E10134,R2415,897de6d4dd45b38,52.10912,5.1377,3,2023-03-22T08:36:00,completed
e8dd3711-1ff2-4368-a77d-257785bbc360,ridesharing,E10114,R2429,89aa4fb2c861174,51.40711,5.44199,4,2023-01-12T18:42:00,completed
d17bffcd-89f3-494c-90c6-71d371a37e97,ridesharing,E10145,R2116,89dfdc3ca54745a,51.94455,4.51976,2,2023-01-17T16:30:00,completed
bacebafd-f1fa-481a-9b4d-9fbb1d245a5a,ridesharing,E10089,R2502,894fc172997482a,51.40553,5.44951,4,2023-04-27T20:56:00,completed
fccb662e-284a-4f41-8b71-fcc623c5461a,ridesharing,E10115,R2271,89588710bef476a,52.07862,4.28634,5,2023-01-01T10:07:00,completed
c0981bd8-c5da-42ea-92b1-5870a050f634,ridesharing,E10093,R2486,8920c76127d331e,52.40196,4.94455,1,2023-01-30T07:07:00,completed
f6a6b65f-3c16-493b-978e-bf1b081ecd07,ridesharing,E10109,R2296,8960e3cc14cfc80,52.05698,5.1218,3,2023-03-06T14:48:00,completed
81560624-5535-4ac9-a0f9-f6d5670e95ba,ridesharing,E10133,R2111,8937cebff050354,52.38844,4.85485,1,2023-02-13T14:20:00,completed
f47eccd5-6a49-43e4-85da-eb630182a914,ridesharing,E10020,R2364,89ca351f3baec87,52.34049,4.84603,1,2023-04-18T11:13:00,completed
f77cde91-e0c6-4e99-a83d-0cb156b90369,ridesharing,E10070,R2478,895728ac6075930,51.4818,5.4481,4,2023-03-03T15:53:00,completed
8a207262-3c64-4e8a-86f0-9df200920ced,ridesharing,E10057,R2011,89330e91fd6463d,52.0948,4.31279,5,2023-02-01T07:00:00,completed
2b31ff7a-a862-4b75-a3b1-a2f072c3da41,ridesharing,E10102,R2407,89065476b4f0055,52.4054,4.94898,1,2023-02-23T20:21:00,completed
f292d6ac-e0a1-4e65-b21f-0c45b8ee31c0,ridesharing,E10013,R2378,8909adc6c6b6f69,52.36382,4.92713,1,2023-02-26T07:58:00,completed
9a740651-92c6-4a3b-b007-9fc89ef729e1,ridesharing,E10068,R2442,89849cd28963a15,51.46702,5.52157,4,2023-04-17T06:58:00,completed
e1634a10-1b1f-4d78-a46a-04c03151e342,ridesharing,E10086,R2512,89d38d19f6b268c,51.95542,4.52377,2,2023-03-23T05:24:00,completed
06b194a3-14c5-400a-af4b-537fae22c35e,ridesharing,E10108,R2194,89544e56ab9e898,52.04227,4.29419,5,2023-02-06T15:55:00,completed
dba9c906-4a80-44cf-b423-81873c8e389e,ridesharing,E10078,R2401,8910ea0bda39850,52.04449,4.28997,5,2023-01-02T06:48:00,completed
f1c58dc3-e268-4a8f-9ed5-07aef2845faf,ridesharing,E10121,R2371,892814a2712b46a,52.05548,4.3214,5,2023-03-02T16:21:00,completed
25aa4569-bce8-4490-9fa5-f46c4a83abf2,ridesharing,E10145,R2534,8929cab14cb415a,51.48258,5.44737,4,2023-01-14T21:04:00,completed
909a45a0-a3a6-4a54-b44e-531dc009ed93,ridesharing,E10047,R2059,893d90a47e9139c,52.08998,4.25115,5,2023-02-06T15:25:00,completed
1b6f5103-9544-4496-8d46-c7ddc6783707,ridesharing,E10049,R2433,89944b3d9792fb1,52.40344,4.94461,1,2023-03-31T00:18:00,completed
f45c0ddf-d99d-4121-a2a7-2e40e2b3fb7f,ridesharing,E10121,R2472,896388666ac90f6,52.09175,4.30447,5,2023-03-01T10:25:00,completed
95179cee-ea3d-40d4-9577-741dc81ed637,ridesharing,E10055,R2042,8903eaa1263cad9,51.48342,5.45516,4,2023-03-14T11:18:00,completed
4e2301b8-9519-4efa-ac6d-0a95b699e60c,ridesharing,E10037,R2104,8928f2c71321a3d,52.09226,4.31127,5,2023-02-17T09:30:00,completed
499e085d-f875-476a-8820-d9c3eb042cda,ridesharing,E10039,R2167,8972bac20f54dfb,51.91111,4.43177,2,2023-01-12T01:34:00,completed
62e210e8-9cde-455b-adc6-e9f1d508ddb1,ridesharing,E10052,R2169,894c5a87c46c8a9,51.9112,4.4367,2,2023-02-07T05:23:00,completed
58172633-64dc-42cf-aec5-918b64812583,ridesharing,E10027,R2357,895da00d206d64f,52.3445,4.84277,1,2023-01-18T01:46:00,completed
44a7ae07-da9c-4cf5-b66e-5592274aaa43,ridesharing,E10145,R2378,897bf2201b86f46,51.91254,4.43195,2,2023-04-27T20:38:00,completed
3637041a-56f4-4dd8-9e26-b81542be9aea,ridesharing,E10146,R2052,895368e60c8aa20,52.05539,5.11981,3,2023-03-20T23:51:00,completed
53293cff-72b8-413d-a745-c4c8cb5547b8,ridesharing,E10069,R2249,89c0196f9b0a150,51.42061,5.50425,4,2023-02-09T14:37:00,completed
1042a056-c40e-4060-a002-fe419532f2bc,ridesharing,E10000,R2062,89dde15f68e672d,51.46253,5.52017,4,2023-01-29T08:25:00,completed
cbb957f5-5aa6-4c87-86da-e99852de8e41,ridesharing,E10102,R2202,891cfccc6b2854a,52.33959,4.84256,1,2023-03-12T21:50:00,completed
8c77c3f9-431b-41c3-907c-55c34313401c,ridesharing,E10148,R2275,894095fa964490c,52.36633,4.92925,1,2023-01-05T22:02:00,completed
78d559d6-dc93-40d0-9c48-c6c156f7fccd,ridesharing,E10119,R2438,89fb145f7eba96d,51.91073,4.4582,2,2023-02-28T22:47:00,completed
c7bf7baf-4511-4898-87a3-d4d756573df7,ridesharing,E10143,R2089,89082e29384f916,52.09517,4.31224,5,2023-02-13T01:46:00,completed
5729cd61-b8a1-481b-be54-3995571af93a,ridesharing,E10156,R2402,896c33c639a675f,52.09166,4.24365,5,2023-01-13T04:49:00,completed
92163b91-0cc3-42ea-ad1c-3a11008fb062,ridesharing,E10134,R2495,89a8cda5970080b,52.10827,5.13734,3,2023-01-20T16:17:00,completed
42a102c7-1b63-40bd-a6e5-d641074465f3,ridesharing,E10044,R2328,89d206ac96fc320,51.46543,5.5202,4,2023-01-13T20:31:00,completed
4778db3d-6e42-470a-a87b-6768ce126cde,ridesharing,E10094,R2390,89223c6b53d4299,52.10933,5.12865,3,2023-02-18T15:18:00,completed
e09f24da-5af8-4595-8ed5-b41598e9f1a6,ridesharing,E10131,R2463,89d56fb75dfc3e1,52.34263,4.84278,1,2023-04-18T15:58:00,completed
3cf13ccc-3518-41d4-a0e0-0c8aeb8d6eb4,ridesharing,E10024,R2222,89bdd887144ae85,51.95653,4.52142,2,2023-01-05T22:16:00,completed
94c19acc-7ed1-4643-a889-186e7675c30c,ridesharing,E10010,R2007,8915d2865f01f28,52.34231,4.84677,1,2023-02-09T15:57:00,completed
d0aa35af-a602-42c4-ac37-a87bb0e28c60,ridesharing,E10052,R2117,8924edc7ae8b055,51.40701,5.44491,4,2023-03-26T04:29:00,completed
afa3f5f3-299e-403c-a84e-768eed986b55,ridesharing,E10049,R2060,89a4f4a33ee32aa,52.36417,4.89999,1,2023-03-15T06:59:00,completed
ab3b9922-f8e1-4a77-b093-444076250bb7,ridesharing,E10060,R2154,892dcc0951776b1,52.09409,5.17045,3,2023-01-08T15:33:00,completed
3c53bbc2-98a2-4190-b3ad-e8e874389f54,ridesharing,E10089,R2270,89302b509f29a4c,51.40496,5.44749,4,2023-02-11T15:13:00,completed
f1479804-3234-46b5-aa6d-766797542291,ridesharing,E10117,R2539,89ab997665e6fbb,52.40317,4.94896,1,2023-01-07T14:40:00,completed
5e82ae07-6f31-420c-8002-f5541c7f6991,ridesharing,E10035,R2125,894e960d5642eb4,51.911,4.44062,2,2023-02-03T19:46:00,completed
531c6b0d-85c2-4d5b-97ae-e62577291c06,ridesharing,E10056,R2046,89de4f7f4f9efc4,52.34178,4.84205,1,2023-04-03T06:31:00,completed
af605653-aadc-4165-bcc3-a4dc6613cd74,ridesharing,E10112,R2369,89f847953cee06c,52.0911,4.30501,5,2023-02-04T22:30:00,completed
6e693a4e-a3d0-45f8-aafa-1c04840c3331,ridesharing,E10126,R2238,899ce30caab8f6d,51.42227,5.50149,4,2023-01-27T08:10:00,completed
d81edc11-80c6-434b-84b8-7459fffa6643,ridesharing,E10004,R2274,895de466bad7221,52.06129,5.07188,3,2023-04-30T18:57:00,completed
1f0465dd-854c-4463-9718-b7d3494d71e8,ridesharing,E10048,R2335,8981b5f8a7cd918,51.90723,4.43428,2,2023-02-01T22:28:00,completed
b87000c3-b37c-4eff-af67-3d82971bd613,ridesharing,E10019,R2512,8961523f5394620,52.10661,5.13638,3,2023-03-23T03:48:00,completed
c996f796-0214-4d86-949a-1f7331fab692,ridesharing,E10085,R2183,896607142477093,52.04551,4.2953,5,2023-01-20T12:34:00,completed
7f7ba777-1c8d-46ac-8446-ca5716289b9d,ridesharing,E10077,R2433,89e79d59e147dcc,52.09549,5.17511,3,2023-02-12T23:08:00,completed
a30e2cd9-890d-4708-8f0f-58249428f5a6,ridesharing,E10081,R2245,89c5d7144e3fa7e,52.34029,4.84426,1,2023-04-23T16:47:00,completed
bf2e2279-5255-416c-905d-da9f58da7e46,ridesharing,E10047,R2496,895ae243d0cc5d6,52.09342,5.1712,3,2023-04-07T13:26:00,completed
0681641d-9d7b-443c-b2f7-f110bd1c4116,ridesharing,E10025,R2466,89a111ff3a2c568,51.46555,5.51742,4,2023-02-07T17:13:00,completed
f6465bee-8080-44c3-8298-0a0d23f6c42a,ridesharing,E10140,R2591,897431e1487eb0e,51.95779,4.51642,2,2023-03-23T17:57:00,completed
95b46725-23f2-49bb-9ba9-4917e1bcbd67,ridesharing,E10123,R2352,89c1b925698d3e5,51.4098,5.44138,4,2023-01-15T23:03:00,completed
5c0789c8-c18b-4e1a-ab7d-b520438185fb,ridesharing,E10116,R2383,89cef2b69106e6f,52.36378,4.90033,1,2023-02-14T01:52:00,completed
6f3b0573-9279-4338-a362-22fb0594156a,ridesharing,E10067,R2426,89321581e80d3ac,52.09285,4.3038,5,2023-04-27T05:06:00,completed
fa53203c-90bc-445b-b05e-1f6e5c9f73fd,ridesharing,E10024,R2325,89bd0bae5cd9686,51.90955,4.43515,2,2023-04-08T13:46:00,completed
1a33b960-3989-4ee7-8d25-3ba1e0f8bb84,ridesharing,E10141,R2389,89c9423f290fb09,52.38306,4.85462,1,2023-04-28T02:37:00,completed
0244ef37-9597-46ef-9093-546f70541cfe,ridesharing,E10023,R2017,89aff05a7b86b5f,52.36244,4.9054,1,2023-02-07T02:25:00,completed
d4d5fbc5-17ea-403f-8f8e-76f0dfaba456,ridesharing,E10122,R2461,89e0246aa7b0825,52.05648,4.32358,5,2023-03-14T17:21:00,completed
b19da36e-3505-4694-82b9-35e375e5e73a,ridesharing,E10133,R2348,890961d665203cb,52.38321,4.85619,1,2023-04-25T18:24:00,completed
9f07273f-0bef-40dc-af9b-bb219f477c9d,ridesharing,E10001,R2157,89f89ebdc136abc,51.88752,4.43653,2,2023-04-18T11:05:00,completed
c91ea036-eeda-4861-b8f9-c33c775f4b50,ridesharing,E10141,R2365,89badcdfc73a6ff,52.34455,4.84254,1,2023-04-19T02:09:00,completed
fc8acd26-d0c7-418e-8cb7-19c5249fd5f9,ridesharing,E10122,R2322,895ec42c0781b2a,52.08987,4.25021,5,2023-04-24T01:02:00,completed
83a55362-2c26-4d20-9101-29f84fdd0ede,ridesharing,E10025,R2570,8939481a6c9f4e9,51.48248,5.45038,4,2023-02-23T05:48:00,completed
33209fda-81fd-4f5f-ab28-11607c05378a,ridesharing,E10006,R2457,89ae3412df6f975,52.0865,4.24511,5,2023-03-21T08:43:00,completed
1ad94c3c-dbeb-4580-a2f7-0990ba5960e0,ridesharing,E10068,R2325,893096bc3839c09,51.46639,5.51826,4,2023-04-11T16:03:00,completed
2f0ac00d-221a-43c2-a263-0f5eac7d3200,ridesharing,E10023,R2360,89b73d704e75e17,52.02996,4.33021,5,2023-04-21T08:11:00,completed
84dcb8a2-948e-4b4d-8af2-f3ee09139f32,ridesharing,E10112,R2323,890e4fe7bea1576,52.03046,4.33206,5,2023-02-12T20:37:00,completed
7aadefa2-ff83-4776-aa86-ddf18f0225bb,ridesharing,E10099,R2086,8908832664e5214,52.10928,5.12938,3,2023-03-31T10:10:00,completed
f3943b19-44ae-4ab7-9c4d-e2082bd0b3d9,ridesharing,E10005,R2524,8949606555de014,51.40922,5.45065,4,2023-01-02T08:51:00,completed
4abce9ed-e9f8-49b9-ac5f-7e65e8b14530,ridesharing,E10153,R2573,89bec96414e6ef2,52.38632,4.85539,1,2023-02-27T19:29:00,completed
8bc88676-03fc-4ce7-8b77-e0a029a63485,ridesharing,E10072,R2413,89ffa5a7d3d3c66,51.90991,4.45987,2,2023-04-29T15:14:00,completed
673621fd-fce5-4e46-8139-51ee83dfde3c,ridesharing,E10057,R2279,89b7f0c0fab5935,52.33957,4.84693,1,2023-04-13T08:56:00,completed
5d049f78-1b79-40c6-93bb-6e580fb131cd,ridesharing,E10124,R2083,8941a9dd017f068,52.09152,4.24464,5,2023-03-16T16:36:00,completed
f579b889-1358-4ea1-83a2-d1d9b78c87b3,ridesharing,E10086,R2529,89949322c19d6b1,52.40579,4.94275,1,2023-03-05T13:45:00,completed
0e443816-62b1-4a00-8258-8b0061ecd6b8,ridesharing,E10099,R2147,89d322dca2d758d,52.08472,5.16677,3,2023-03-17T04:46:00,completed
674ddab2-34e2-4595-9413-181158b65524,ridesharing,E10072,R2493,89936ed9b5a5f9a,51.94507,4.52061,2,2023-01-30T11:28:00,completed
2e3f23cd-0255-4747-ac3b-4ef906edae8d,ridesharing,E10066,R2319,894d72be641ac20,52.08916,4.25246,5,2023-01-01T09:53:00,completed
66955469-9f6c-471f-a423-621948026423,ridesharing,E10068,R2565,89697eed1320312,51.4052,5.44764,4,2023-04-08T16:35:00,completed
3939e7d9-6563-4ed6-8f4c-686c00767e3d,ridesharing,E10110,R2224,89c86065bc24863,51.42072,5.50347,4,2023-03-18T03:54:00,completed
733c15c0-046f-4013-b827-e99680ff43d0,ridesharing,E10039,R2248,8916e5ebfd01e49,52.34217,4.84348,1,2023-04-18T23:42:00,completed
8f285c86-0c9d-4edf-8ba4-01cfafd1ec1a,ridesharing,E10079,R2325,892973db97a0118,52.0536,5.11782,3,2023-02-07T17:19:00,completed
aa819087-0d42-4ae7-8c3e-a69fadc22fe0,ridesharing,E10078,R2584,89f7e337a817e3c,52.08616,4.25056,5,2023-03-18T02:06:00,completed
ecb2a42a-e5ae-4b28-8772-d2f1c4734f6a,ridesharing,E10043,R2214,891fcd12afaed7d,52.05673,5.12159,3,2023-04-04T17:26:00,completed
6a899e74-e8ef-4ca9-b8fc-4a50a3257f93,ridesharing,E10008,R2257,8915bdcf99bafbc,51.47864,5.44926,4,2023-04-18T13:03:00,completed
a93d6793-a4f0-440b-96bf-a868230e6413,ridesharing,E10101,R2533,8983b98090e46d0,52.35943,4.90366,1,2023-02-14T06:37:00,completed
5212f5fb-3ae9-45f4-904a-de6fa743a222,ridesharing,E10068,R2142,89d7c527921160f,51.40894,5.45255,4,2023-03-17T06:05:00,completed
efd40386-3146-4700-a7f5-20fe0360e393,ridesharing,E10126,R2355,89e1041851d559e,52.04401,4.29334,5,2023-01-18T11:51:00,completed
dac6437d-d578-4789-82bb-e19a21a317c7,ridesharing,E10015,R2381,897b00094f5e1ab,52.36187,4.9017,1,2023-01-15T05:08:00,completed
c55b7fbe-d2b9-4623-9e9d-44cfef6ccfd1,ridesharing,E10110,R2572,892f68bc558c045,51.40965,5.44321,4,2023-02-17T10:21:00,completed
8b181e5e-6afe-417c-a16e-d0b049bc16b0,ridesharing,E10132,R2537,89b39bd8e1bc7c3,51.94626,4.51119,2,2023-04-13T22:33:00,completed
